key,tables,label1,label2,l2d,label3,label4,shortDesc,sign,unit,tipTitle,mainTip,teamTip,playerTip
fgaP40,"pas,tas,taps,paps,lu,oo",FGA/40,FGA/40,1,FGAs / 40 Mins,Field Goal Attempts / 40 Mins,NA,pos,num,Field Goal Attempts / 40 Minutes,The number of field goal attempts per 40 minutes played.,NA,NA
fgaPg,"pas,tas,taps,paps",FGA/G,FGA/G,1,FGAs / Game,Field Goal Attempts / Game,NA,pos,num,Field Goal Attempts / Game,The number of field goal attempts per game.,NA,NA
fgaS01,"pgps,taps,paps,tgps",FGA,FGA (0-10s),1,FGAs (0-10 on Shot Clock),FGAs (0-10 on Shot Clock),NA,pos,int,FGAs with 0 - 10 Seconds Left on Shot Clock,The total number of field goal attempts taken with 0 - 10 seconds remaining on the shot clock.,NA,NA
fgaS12,"pgps,taps,paps,tgps",FGA,FGA (10-20s),1,FGAs (10-20 on Shot Clock),FGAs (10-20 on Shot Clock),NA,pos,int,FGAs with 10 - 20 Seconds Left on Shot Clock,The total number of field goal attempts taken with 10 - 20 seconds remaining on the shot clock.,NA,NA
fgaS23,"pgps,taps,paps,tgps",FGA,FGA (20-30s),1,FGAs (20-30 on Shot Clock),FGAs (20-30 on Shot Clock),NA,pos,int,FGAs with 20 - 30 Seconds Left on Shot Clock,The total number of field goal attempts taken with 20 - 30 seconds remaining on the shot clock.,NA,NA
fgaTm,"pgps,pas,pgs,paps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",FGM,FGM,1,FGs Made,Field Goals Made,NA,pos,int,Field Goals Made,The total number of field goals made.,NA,NA
fgm2,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",2PM,2PM,1,2-Pointers Made,2-Point Field Goals Made,NA,pos,int,2-Point Field Goals Made,The total number of 2-point field goals made.,NA,NA
fgm2A,"pgps,taps,paps,tgps",a2PM,a2PM,1,Assisted 2PM,Assisted 2-Point Field Goals,NA,pos,int,Assisted 2-Point Field Goals,NA,The total number of assisted 2-point field goals made by the team.,The total number of assisted 2-point field goals made by the player.
fgm2AP100,"taps,paps",a2PM/100,a2PM/100,1,Assisted 2PM / 100 Poss,Assisted 2-Point Field Goals / 100 Poss,NA,pos,num,Assisted 2-Point Field Goals / 100 Possessions,NA,"The number of assisted 2-point field goals made by the team, per 100 possessions played.","The number of assisted 2-point field goals made by the player, per 100 possessions played."
fgm2AP40,"taps,paps",a2PM/40,a2PM/40,1,Assisted 2PM / 40 Mins,Assisted 2-Point Field Goals / 40 Mins,NA,pos,num,Assisted 2-Point Field Goals / 40 Minutes,NA,"The number of assisted 2-point field goals made by the team, per 40 minutes played.","The number of assisted 2-point field goals made by the player, per 40 minutes played."
fgm2APg,"taps,paps",a2PM/G,a2PM/G,1,Assisted 2PM / Game,Assisted 2-Point Field Goals / Game,NA,pos,num,Assisted 2-Point Field Goals / Game,NA,"The number of assisted 2-point field goals made by the team, per game.","The number of assisted 2-point field goals made by the player, per game."
fgm2Agst,"gfl,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm2AstdPct,"pgps,taps,paps,tgps",ASTD%,FGM2 ASTD%,1,2P Assisted Pct,2P Assisted Pct,NA,pos,pct,2P Assisted Percentage,The percentage of 2P shots made that were assisted.,NA,NA
fgm2S01,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm2S12,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm2S23,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm2U,"pgps,taps,paps,tgps",u2PM,2PMu,1,Unassisted 2PM,Unassisted 2-Point Field Goals,NA,pos,int,Unassisted 2-Point Field Goals,NA,The total number of unassisted 2-point field goals made by the team.,The total number of unassisted 2-point field goals made by the player.
fgm2UP100,"taps,paps",u2PM/100,u2PM/100,1,Unassisted 2PM / 100 Poss,Unassisted 2-Point Field Goals / 100 Poss,NA,pos,num,Unassisted 2-Point Field Goals / 100 Possessions,NA,"The number of unassisted 2-point field goals made by the team, per 100 possessions played.","The number of unassisted 2-point field goals made by the player, per 100 possessions played."
fgm2UP40,"taps,paps",u2PM/40,u2PM/40,1,Unassisted 2PM / 40 Mins,Unassisted 2-Point Field Goals / 40 Mins,NA,pos,num,Unassisted 2-Point Field Goals / 40 Minutes,NA,"The number of unassisted 2-point field goals made by the team, per 40 minutes played.","The number of unassisted 2-point field goals made by the player, per 40 minutes played."
fgm2UPg,"taps,paps",u2PM/G,u2PM/G,1,Unassisted 2PM / Game,Unassisted 2-Point Field Goals / Game,NA,pos,num,Unassisted 2-Point Field Goals / Game,NA,"The number of unassisted 2-point field goals made by the team, per game.","The number of unassisted 2-point field goals made by the player, per game."
fgm3,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",3PM,3PM,1,3-Pointers Made,3-Point Field Goals Made,NA,pos,int,3-Point Field Goals Made,The total number of 3-point field goals made.,NA,NA
fgm3A,"pgps,taps,paps,tgps",a3PM,a3PM,1,Assisted 3PM,Assisted 3-Point Field Goals,NA,pos,int,Assisted 3-Point Field Goals,NA,The total number of assisted 3-point field goals made by the team.,The total number of assisted 3-point field goals made by the player.
fgm3AP100,"taps,paps",a3PM/100,a3PM/100,1,Assisted 3PM / 100 Poss,Assisted 3-Point Field Goals / 100 Poss,NA,pos,num,Assisted 3-Point Field Goals / 100 Possessions,NA,"The number of assisted 3-point field goals made by the team, per 100 possessions played.","The number of assisted 3-point field goals made by the player, per 100 possessions played."
fgm3AP40,"taps,paps",a3PM/40,a3PM/40,1,Assisted 3PM / 40 Mins,Assisted 3-Point Field Goals / 40 Mins,NA,pos,num,Assisted 3-Point Field Goals / 40 Minutes,NA,"The number of assisted 3-point field goals made by the team, per 40 minutes played.","The number of assisted 3-point field goals made by the player, per 40 minutes played."
fgm3APg,"taps,paps",a3PM/G,a3PM/G,1,Assisted 3PM / Game,Assisted 3-Point Field Goals / Game,NA,pos,num,Assisted 3-Point Field Goals / Game,NA,"The number of assisted 3-point field goals made by the team, per game.","The number of assisted 3-point field goals made by the player, per game."
fgm3Agst,"gfl,lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm3AstdPct,"pgps,taps,paps,tgps",ASTD%,FGM3 ASTD%,1,3P Assisted Pct,3P Assisted Pct,NA,pos,pct,3P Assisted Percentage,The percentage of 3P shots made that were assisted.,NA,NA
fgm3S01,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm3S12,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm3S23,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgm3U,"pgps,taps,paps,tgps",u3PM,u3PM,1,Unassisted 3PM,Unassisted 3-Point Field Goals,NA,pos,int,Unassisted 3-Point Field Goals,NA,The total number of unassisted 3-point field goals made by the team.,The total number of unassisted 3-point field goals made by the player.
fgm3UP100,"taps,paps",u3PM/100,u3PM/100,1,Unassisted 3PM / 100 Poss,Unassisted 3-Point Field Goals / 100 Poss,NA,pos,num,Unassisted 3-Point Field Goals / 100 Possessions,NA,"The number of unassisted 3-point field goals made by the team, per 100 possessions played.","The number of unassisted 3-point field goals made by the player, per 100 possessions played."
fgm3UP40,"taps,paps",u3PM/40,u3PM/40,1,Unassisted 3PM / 40 Mins,Unassisted 3-Point Field Goals / 40 Mins,NA,pos,num,Unassisted 3-Point Field Goals / 40 Minutes,NA,"The number of unassisted 3-point field goals made by the team, per 40 minutes played.","The number of unassisted 3-point field goals made by the player, per 40 minutes played."
fgm3UPg,"taps,paps",u3PM/G,u3PM/G,1,Unassisted 3PM / Game,Unassisted 3-Point Field Goals / Game,NA,pos,num,Unassisted 3-Point Field Goals / Game,NA,"The number of unassisted 3-point field goals made by the team, per game.","The number of unassisted 3-point field goals made by the player, per game."
fgmA,"pgps,taps,paps,tgps",aFGM,aFGM,1,Assisted FGM,Assisted Field Goals Made,NA,pos,int,Assisted Field Goals Made,NA,The total number of assisted field goals made by the team.,The total number of assisted field goals made by the player.
fgmAgst,"tgs,gfl,tas,pgs,lu",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgmAstdPct,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgmS01,"pgps,taps,paps,tgps",FGM,FGM (0-10s),1,FGMs (0-10 on Shot Clock),FGMs (0-10 on Shot Clock),NA,pos,int,FGMs with 0 - 10 Seconds Left on Shot Clock,"The total number of field goals made, taken with 0 - 10 seconds remaining on the shot clock.",NA,NA
fgmS12,"pgps,taps,paps,tgps",FGM,FGM (10-20s),1,FGMs (10-20 on Shot Clock),FGMs (10-20 on Shot Clock),NA,pos,int,FGMs with 10 - 20 Seconds Left on Shot Clock,"The total number of field goals made, taken with 10 - 20 seconds remaining on the shot clock.",NA,NA
fgmS23,"pgps,taps,paps,tgps",FGM,FGM (20-30s),1,FGMs (20-30 on Shot Clock),FGMs (20-30 on Shot Clock),NA,pos,int,FGMs with 20 - 30 Seconds Left on Shot Clock,"The total number of field goals made, taken with 20 - 30 seconds remaining on the shot clock.",NA,NA
fgmTm,"pas,pgs",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fgmU,"pgps,taps,tgps",uFGM,uFGM,1,Unassisted FGM,Unassisted Field Goals Made,NA,pos,int,Unassisted Field Goals Made,NA,The total number of unassisted field goals made by the team.,The total number of unassisted field goals made by the player.
flp2FgPct,"pgps,taps,paps,tgps",FG%,FLP2 FG%,1,Far Left Paint 2s FG%,Far Left Paint 2s FG%,NA,pos,pct,Far Left Paint 2s Field Goal Percentage,Field goal percentage on far left paint 2-pointers.,NA,NA
flp2Fga,"pgps,taps,paps,tgps",FGA,FLP2 FGA,1,Far Left Paint 2s FGA,Far Left Paint 2s FGA,NA,pos,int,Far Left Paint 2s Field Goal Attempts,Field goal attempts on far left paint 2-pointers.,NA,NA
flp2FgaFreq,"pgps,taps,paps,tgps",FGA%,FLP2 FGA%,1,Far Left Paint 2s FGA%,Far Left Paint 2s FGA%,NA,pos,pct,Far Left Paint 2s Field Goal Attempt Frequency,Percentage of shots taken as far left paint 2-pointers.,NA,NA
flp2FgaP100,"taps,paps",FGA/100,FLP2 FGA/100,1,Far Left Paint 2s FGA / 100 Poss,Far Left Paint 2s FGA / 100 Poss,NA,pos,num,Far Left Paint 2s Field Goal Attempts / 100 Possessions,Field goal attempts on far left paint 2-pointers per 100 possessions played.,NA,NA
flp2FgaP40,"taps,paps",FGA/40,FLP2 FGA/40,1,Far Left Paint 2s FGA / 40 Mins,Far Left Paint 2s FGA / 40 Mins,NA,pos,num,Far Left Paint 2s Field Goal Attempts / 40 Minutes,Field goal attempts on far left paint 2-pointers per 40 minutes played.,NA,NA
flp2FgaPg,"taps,paps",FGA/G,FLP2 FGA/G,1,Far Left Paint 2s FGA / Game,Far Left Paint 2s FGA / Game,NA,pos,num,Far Left Paint 2s Field Goal Attempts / Game,Field goal attempts on far left paint 2-pointers per game.,NA,NA
flp2Fgm,"pgps,taps,paps,tgps",FGM,FLP2 FGM,1,Far Left Paint 2s FGM,Far Left Paint 2s FGM,NA,pos,int,Far Left Paint 2s Field Goals Made,Field goals made on far left paint 2-pointers.,NA,NA
frp2FgPct,"pgps,taps,paps,tgps",FG%,FRP2 FG%,1,Far Right Paint 2s FG%,Far Right Paint 2s FG%,NA,pos,pct,Far Right Paint 2s Field Goal Percentage,Field goal percentage on far right paint 2-pointers.,NA,NA
frp2Fga,"pgps,taps,paps,tgps",FGA,FRP2 FGA,1,Far Right Paint 2s FGA,Far Right Paint 2s FGA,NA,pos,int,Far Right Paint 2s Field Goal Attempts,Field goal attempts on far right paint 2-pointers.,NA,NA
frp2FgaFreq,"pgps,taps,paps,tgps",FGA%,FRP2 FGA%,1,Far Right Paint 2s FGA%,Far Right Paint 2s FGA%,NA,pos,pct,Far Right Paint 2s Field Goal Attempt Frequency,Percentage of shots taken as far right paint 2-pointers.,NA,NA
frp2FgaP100,"taps,paps",FGA/100,FRP2 FGA/100,1,Far Right Paint 2s FGA / 100 Poss,Far Right Paint 2s FGA / 100 Poss,NA,pos,num,Far Right Paint 2s Field Goal Attempts / 100 Possessions,Field goal attempts on far right paint 2-pointers per 100 possessions played.,NA,NA
frp2FgaP40,"taps,paps",FGA/40,FRP2 FGA/40,1,Far Right Paint 2s FGA / 40 Mins,Far Right Paint 2s FGA / 40 Mins,NA,pos,num,Far Right Paint 2s Field Goal Attempts / 40 Minutes,Field goal attempts on far right paint 2-pointers per 40 minutes played.,NA,NA
frp2FgaPg,"taps,paps",FGA/G,FRP2 FGA/G,1,Far Right Paint 2s FGA / Game,Far Right Paint 2s FGA / Game,NA,pos,num,Far Right Paint 2s Field Goal Attempts / Game,Field goal attempts on far right paint 2-pointers per game.,NA,NA
frp2Fgm,"pgps,taps,paps,tgps",FGM,FRP2 FGM,1,Far Right Paint 2s FGM,Far Right Paint 2s FGM,NA,pos,int,Far Right Paint 2s Field Goals Made,Field goals made on far right paint 2-pointers.,NA,NA
ft1Pct,"pgps,taps,paps,tgps",FT1%,FT1%,1,FT% on 1st FT,FT% on First Free Throw,NA,pos,pct,FT% on First Free Throw Attempt,Free throw percentage on the first free throw attempt.,NA,NA
ft2Pct,"pgps,taps,paps,tgps",FT2%,FT2%,1,FT% on 2nd FT,FT% on Second Free Throw,NA,pos,pct,FT% on Second Free Throw Attempt,Free throw percentage on the second free throw attempt.,NA,NA
ft3Pct,"pgps,taps,paps,tgps",FT3%,FT3%,1,FT% on 3rd FT,FT% on Third Free Throw,NA,pos,pct,FT% on Third Free Throw Attempt,Free throw percentage on the third free throw attempt.,NA,NA
ftPct,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",FT%,FT%,1,Free Throw Pct,Free Throw Percentage,NA,pos,pct,Free Throw Percentage,NA,Percentage of the team's free throw attempts that were made.,Percentage of the player's free throw attempts that were made.
ftRatio,"pgps,taps,paps,tgps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
fta,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",FTA,FTA,1,FT Attempts,Free Throw Attempts,NA,pos,int,Free Throw Attempts,The total number of free throw attempts.,NA,NA
fta1,"pgps,taps,paps,tgps",FTA1,FTA1,1,FT1 Attempts,First Free Throw Attempts,NA,pos,int,First Free Throw Attempts,The total number of first free throw attempts.,NA,NA
fta2,"pgps,taps,paps,tgps",FTA2,FTA2,1,FT2 Attempts,Second Free Throw Attempts,NA,pos,int,Second Free Throw Attempts,The total number of second free throw attempts.,NA,NA
fta3,"pgps,taps,paps,tgps",FTA3,FTA3,1,FT3 Attempts,Third Free Throw Attempts,NA,pos,int,Third Free Throw Attempts,The total number of third free throw attempts.,NA,NA
ftaAgst,"tgs,gfl,tas,pgs,lu",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
ftaP100,"pas,tas,lu,oo",FTA/100,FTA/100,1,FTAs / 100 Poss,Free Throw Attempts / 100 Poss,NA,pos,num,Free Throw Attempts / 100 Poss,An estimate of the number of free throw attempts per 100 possessions played.,NA,NA
ftaP40,"pas,tas,lu,oo",FTA/40,FTA/40,1,FTAs / 40 Mins,Free Throw Attempts / 40 Mins,NA,pos,num,Free Throw Attempts / 40 Mins,The number of free throw attempts per 40 minutes played.,NA,NA
ftaPg,"pas,tas",FTA/G,FTA/G,1,FTAs / Game,Free Throw Attempts / Game,NA,pos,num,Free Throw Attempts / Game,The number of free throw attempts per game.,NA,NA
ftaRate,"tgs,pas,tas,pgs,lu,oo",FTA Rate,FTA Rate,1,FT Attempt Rate,Free Throw Attempt Rate,NA,pos,pct,Free Throw Attempt Rate,NA,A team's free throws attempted as a percentage of their field goal attempts.,A player's free throw attempts as a percentage of their field goal attempts.
ftaRateAdj,tas,FTA Rate (Adj*),FTA Rate (Adj*),4,FT Attempt Rate (Adj*),Adjusted Free Throw Attempt Rate,NA,pos,pct,Free Throw Attempt Rate (Adjusted for Opponents),NA,"The team's free throw attempt rate, taking into account an adjustment based on the average FTA Rate allowed by the team's opponents throughout the season.",NA
ftaRateAdjGap,tas,--->,FTA Rate Adj,1,Adjustment to FTA Rate,Adjustment to FTA Rate,NA,pos,pct,Adjustment to FTA Rate,NA,"The size of the adjustment for the team's adjusted free throw attempt rate, that takes into account the average FTA Rate allowed by the team's opponents throughout the season.",NA
ftaTm,"pgps,pas,pgs,paps",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
ftm,"pgps,tgs,gfl,pas,tas,pgs,taps,paps,lu,tgps,oo",FTM,FTM,1,FTs Made,Free Throws Made,NA,pos,int,Free Throws Made,The total number of free throws made.,NA,NA
ftm1,"pgps,taps,paps,tgps",FTM1,FTM1,1,FT1s Made,First Free Throws Made,NA,pos,int,First Free Throws Made,The total number of first free throws made.,NA,NA
ftm2,"pgps,taps,paps,tgps",FTM2,FTM2,1,FT2s Made,Second Free Throws Made,NA,pos,int,Second Free Throws Made,The total number of second free throw attempts made.,NA,NA
ftm3,"pgps,taps,paps,tgps",FTM3,FTM3,1,FT3s Made,Third Free Throws Made,NA,pos,int,Third Free Throws Made,The total number of third free throw attempts made.,NA,NA
ftmAgst,"lu,oo",NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
ftmRate,"tgs,pas,tas,pgs,lu,oo",FTM Rate,FTM Rate,1,FT Made Rate,Free Throw Made Rate,NA,pos,pct,Free Throw Made Rate,NA,A team's free throws made as a percentage of their field goal attempts.,A player's free throws made as a percentage of their field goal attempts.
gameUpdated,tgs,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
goodTakeRate,"pgps,taps,paps,tgps",gTk%,gTk%,1,Good Take Rate,Good Take Rate,(3PA + Rim FGA + FT Trip) / Total Takes,pos,pct,Good Take Rate,NA,NA,"The percentage of true shot attempts (FGAs + 0.44 * FTA) that were shots at the rim, from 3P range, or trips to the FT line."
gp,"pas,tas,pgs,taps,paps",GP,GP,1,Games Played,Games Played,NA,pos,int,Games Played,NA,The number of games played by the team.,The number of games played by the player.
gpPbp,"pgps,taps,paps,lu,tgps",GP*,GP*,2,Games Played (PBP),Games Played (PBP),NA,pos,int,Games Played,NA,The number of games played by the team in games where play-by-play data was tracked and collected by the NCAA.,The number of games played the player in games where play-by-play data was tracked and collected by the NCAA.
gs,"pas,pgs",GS,GS,1,Games Started,Games Started,NA,pos,int,Games Started,NA,NA,The number of games started by the player.
gsPbp,"pgps,paps",GS*,GS*,2,Games Started (PBP),Games Started (PBP),NA,pos,int,Games Started,NA,NA,The number of games started by the player in games where play-by-play data was tracked and collected by the NCAA.
heave3FgPct,"pgps,taps,paps,tgps",FG%,H3 FG%,1,Heaves 3s FG%,Heaves 3s FG%,NA,pos,pct,Heaves 3s Field Goal Percentage,Field goal percentage on heaves.,NA,NA
heave3Fga,"pgps,taps,paps,tgps",FGA,H3 FGA,1,Heaves 3s FGA,Heaves 3s FGA,NA,pos,int,Heaves 3s Field Goal Attempts,Field goal attempts on heaves.,NA,NA
heave3FgaFreq,"pgps,taps,paps,tgps",FGA%,H3 FGA%,1,Heaves 3s FGA%,Heaves 3s FGA%,NA,pos,pct,Heaves 3s Field Goal Attempt Frequency,Percentage of shots taken as heaves.,NA,NA
heave3FgaP100,"taps,paps",FGA/100,H3 FGA/100,1,Heaves 3s FGA / 100 Poss,Heaves 3s FGA / 100 Poss,NA,pos,num,Heaves 3s Field Goal Attempts / 100 Possessions,Field goal attempts on heaves per 100 possessions played.,NA,NA
heave3FgaP40,"taps,paps",FGA/40,H3 FGA/40,1,Heaves 3s FGA / 40 Mins,Heaves 3s FGA / 40 Mins,NA,pos,num,Heaves 3s Field Goal Attempts / 40 Minutes,Field goal attempts on heaves per 40 minutes played.,NA,NA
heave3FgaPg,"taps,paps",FGA/G,H3 FGA/G,1,Heaves 3s FGA / Game,Heaves 3s FGA / Game,NA,pos,num,Heaves 3s Field Goal Attempts / Game,Field goal attempts on heaves per game.,NA,NA
heave3Fgm,"pgps,taps,paps,tgps",FGM,H3 FGM,1,Heaves 3s FGM,Heaves 3s FGM,NA,pos,int,Heaves 3s Field Goals Made,Field goals made on heaves.,NA,NA
heightRank,pos,RK,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
heightRankYr,pos,RK,POS RK,1,Position Rank,Position Rank on Team,NA,pos,int,Position Rank on Team,Position Rank on Team,NA,NA
hkmPct,"tgs,pas,tas,pgs,lu,oo",HKM%,HKM%,1,Hakeem Pct,Hakeem Percentage,NA,pos,pct,Hakeem Percentage,NA,The sum of a team's block percentage and steal percentage.,The sum of a player's block percentage and steal percentage.
